,x,d1,d2,d3,d4,d5,w1,w2,w3,w4,w5,c1,c2,c3,c4,c5,c6,p,none_s,image_s,announce_s,image_sound_s,image_announce_s
173,174,3.5139,2.0535,3.9438,4.78362,5.45564,18.71578,12.44717,12.67613,11.17963,9.07234,20,23,14,22,16,17,2,18.0,18.0,18.0,18.6667,17.8
174,175,8.026,2.0372,7.0986,6.35318,6.37664,29.47965,17.36241,18.57461,16.85067,12.98891,29,23,19,21,17,7,3,17.9333,20.8,25.3333,21.4,24.0
175,176,6.2469,-0.2857,5.3535,2.19076,5.21083,30.38443,20.65504,12.52339,14.30863,10.87211,16,15,10,25,20,14,4,10.6667,23.8,24.4667,24.1333,24.4667
176,177,7.6322,-1.4367,1.6038,3.02035,4.98574,29.29391,24.36668,20.29597,22.15161,11.97216,26,24,25,18,17,12,5,14.8,20.6667,27.5333,20.6667,24.8
177,178,5.8638,0.2481,4.4009,4.2057,6.43775,24.25379,16.77182,12.68415,12.30199,9.26613,27,30,18,17,20,13,4,10.6667,19.6,24.4667,22.3333,26.9333
178,179,5.2555,1.9843,4.2183,4.54377,6.40627,26.59879,18.53327,17.44584,16.36333,12.90399,14,34,28,9,21,29,5,17.7333,17.0,16.8667,17.0667,16.0667
179,180,3.1754,1.3641,3.3319,4.16365,5.05283,25.40064,16.89495,16.52988,16.46094,11.70966,30,18,23,34,19,16,2,18.0,18.0,18.0,18.0,18.0
180,181,3.5837,1.7633,5.5151,2.80506,5.33831,24.77268,16.63639,16.4854,15.71839,11.8529,17,18,18,9,16,19,3,17.6667,18.0,18.0,17.3333,18.6667
181,182,2.905,2.3672,7.2297,3.26409,6.50686,29.24392,20.24822,21.29311,16.37513,11.05853,24,29,22,29,13,3,3,16.6667,21.4,22.0,24.7333,21.2667
182,183,3.0807,-0.9985,4.8455,3.44017,5.07817,21.96672,20.6415,17.25093,15.67269,7.09047,24,24,10,17,16,16,3,14.8,24.2667,22.3333,24.3333,22.2667
183,184,8.9523,-0.5475,3.3221,3.06165,5.71994,38.71111,27.96231,25.1384,26.59383,15.70933,31,19,26,15,14,8,3,17.0667,23.4667,24.4667,25.1333,24.8
184,185,5.409,-0.9517,3.0802,4.53523,7.27073,19.65088,12.97966,10.61854,11.37223,8.07339,15,24,32,26,18,17,5,18.0,28.8,25.3333,28.8,27.3333
185,186,3.0014,3.696,3.4014,5.37157,6.44474,25.44224,16.83705,16.86793,16.39754,11.50396,21,23,31,17,17,12,5,18.8667,17.6,18.0,17.8,16.9333
186,187,4.4513,-1.2413,3.3204,2.93175,4.5114,16.78772,15.22751,8.10302,15.2474,7.02928,20,25,28,19,15,4,3,17.8,20.4,21.6,17.6,22.2667
187,188,10.1416,-1.4677,4.1351,4.92553,6.57661,23.72706,18.55889,14.32757,11.65704,12.70062,17,25,34,21,22,14,5,11.4667,29.3333,30.0,27.9333,30.0
188,189,4.0955,-0.6198,5.9453,4.1527,4.4272,25.4112,17.23839,15.02207,16.29659,11.94429,24,30,18,16,8,16,4,18.0,18.0,18.2,18.0,18.0
189,190,4.1434,0.3604,3.0762,3.52484,7.24868,17.19769,12.0608,11.708,10.80012,6.09028,18,25,29,27,14,13,4,14.8,25.6667,24.0,27.3333,24.3333
190,191,5.4204,2.3896,3.8765,2.56677,5.94814,21.9751,20.80112,15.43905,16.66244,10.83605,16,14,22,22,16,16,3,12.1333,16.6667,22.6,18.3333,18.3333
191,192,6.9404,-2.4367,6.6347,4.43319,6.22374,19.37005,14.02657,10.75311,15.2208,6.92319,18,32,17,25,17,13,5,18.0,27.4,25.1333,26.8,25.1333
192,193,5.4164,1.7589,4.4256,4.01039,6.87134,29.05457,17.54188,18.82181,16.43618,11.63645,23,32,16,18,14,9,3,16.0,19.3333,16.0667,18.8667,19.3333
193,194,3.2204,1.2038,3.628,2.5335,4.26465,27.02819,16.8295,16.39855,15.174,12.56486,22,20,16,17,16,10,3,18.0,18.0,18.0,18.0,18.0
194,195,4.4633,1.5775,5.0201,4.42663,5.79237,31.57687,24.01766,20.56383,18.90174,14.35414,26,30,25,10,13,14,4,21.0,21.2,19.9333,20.6,21.3333
195,196,5.4505,0.4098,2.3114,3.52879,8.25343,19.08106,12.60844,11.86225,10.60571,5.65497,26,31,30,22,23,16,2,11.3333,20.0,24.0,16.3333,23.6667
196,197,6.6804,-0.2574,2.3487,3.84698,7.02584,33.64035,25.64381,19.97811,23.65501,10.99784,20,21,24,28,22,14,5,13.8667,17.8667,24.8,23.4,23.0667
197,198,6.4592,0.6883,3.8527,3.65797,6.97501,16.75688,16.14583,9.76146,9.12298,10.72686,30,27,19,23,12,8,2,14.6,19.5333,20.9333,22.5333,26.5333
198,199,4.491,0.8664,3.2215,4.33189,4.77186,23.16721,15.14143,14.71919,13.76327,11.91323,16,24,13,28,21,13,5,19.3333,17.8667,17.7333,17.8667,17.4667
199,200,5.1947,-1.5509,4.4553,3.00829,5.99769,21.54011,16.47873,12.41494,14.75273,10.9655,19,33,32,23,13,6,5,13.0,17.5333,23.6667,18.8667,22.4667
200,201,3.2609,1.5679,3.4721,4.9102,5.06048,23.60105,15.99423,15.04686,15.93951,11.82401,24,33,27,21,25,27,3,16.9333,17.1333,17.1333,18.3333,18.4667
201,202,4.9334,0.1981,3.5898,6.88516,9.40219,25.10041,14.64144,20.61065,17.40361,10.8662,30,29,29,25,22,6,2,12.8,18.0,18.6667,18.0,17.3333
202,203,9.4292,0.2714,7.6588,3.34412,4.56748,16.93376,11.2633,11.01992,10.97396,7.80644,22,27,27,24,16,14,5,12.6667,16.9333,25.8667,15.0667,23.3333
203,204,3.1754,1.3641,3.3319,4.16365,5.05283,25.40064,16.89495,16.52988,16.46094,11.70966,34,25,16,12,8,9,2,18.0,18.0,18.0,18.0,18.0
204,205,5.6106,-0.8144,3.3471,4.59391,6.39407,29.14424,20.98775,19.36757,17.98474,11.78564,19,25,30,12,15,19,4,14.8,19.0667,20.6,23.0,25.5333
205,206,4.3416,-0.6809,3.3834,3.80771,4.87174,22.51605,15.41474,12.49002,13.41596,8.67771,23,19,18,26,16,8,4,15.7333,19.2667,19.2667,19.2,21.3333
206,207,3.5813,-0.6426,4.1683,2.90825,3.99511,29.69302,22.59992,15.85994,16.73648,13.07024,16,19,21,35,19,4,3,22.9333,27.4667,25.9333,25.6667,26.0
207,208,6.5368,0.2365,4.1114,3.81784,8.21737,24.08905,16.09098,14.85572,15.14008,9.6576,19,30,28,25,19,7,3,18.4,25.0667,25.0667,24.0,24.0
208,209,6.4278,-0.8556,4.0671,4.33144,6.04133,22.92972,20.33939,12.74274,14.84204,7.65741,11,22,33,22,26,22,2,19.6,19.6,19.6,19.6,21.2
209,210,2.2273,1.2469,4.4743,3.76866,4.96423,29.64979,20.08211,17.05759,18.39632,12.89803,18,15,25,18,19,14,3,7.3333,16.0,16.3333,15.6667,16.3333
210,211,4.8801,0.015,1.4649,4.24954,5.70664,9.80963,8.35214,6.58631,7.46069,4.70341,18,24,23,15,23,17,5,9.8,21.5333,22.5333,23.2,22.5333
211,212,4.8519,2.4699,3.1285,5.68579,9.32786,20.05805,23.12423,19.59328,20.46257,11.86235,20,23,31,20,24,17,4,18.0,18.0,18.0,18.0,18.0
212,213,4.6633,2.1757,2.5281,4.00999,6.50684,22.18715,17.07502,13.28055,11.97891,9.854,11,19,22,25,20,15,3,13.8,19.3333,16.8,17.8667,22.0
213,214,7.9022,0.4313,4.7714,3.47631,9.05316,8.51385,5.67791,5.69878,5.48588,4.42901,29,23,18,25,22,19,5,16.6667,17.2667,17.2667,16.7333,16.2
214,215,4.5167,1.3514,5.4426,3.81058,4.9795,31.81473,20.4193,21.44023,19.36027,12.86003,22,19,15,12,11,17,3,10.0,26.6667,30.0,24.0,30.0
215,216,8.7876,-0.8344,7.34,3.07128,7.31658,30.8138,21.40407,19.3568,22.77305,9.03558,25,27,31,24,16,9,5,12.6667,17.8667,29.6667,30.0,30.0
216,217,5.5041,2.0613,2.8697,5.15313,3.39561,20.65016,15.35426,17.55312,14.55008,10.1162,26,25,12,20,10,13,3,18.0,18.0667,20.2667,19.9333,19.6
217,218,3.7907,-0.498,3.043,3.20773,4.87582,25.11205,16.76876,14.86193,16.05974,11.21824,25,23,36,23,21,15,3,14.8,18.3333,14.8,15.7333,15.5333
218,219,9.0154,-1.8558,3.0543,3.51183,5.83226,22.16929,24.8657,10.71731,22.13394,9.16156,18,28,35,19,20,5,5,13.7333,20.8667,30.0,20.8,27.6667
219,220,7.2188,1.5084,4.4796,4.52051,6.60159,30.16783,19.13262,19.56757,18.79263,12.99056,20,27,24,17,13,12,3,18.1333,18.0,17.1333,18.5333,22.3333
220,221,6.0607,3.1389,4.2326,2.91215,5.55626,22.94567,18.24162,18.24154,16.90504,11.13117,17,23,22,16,19,19,3,12.4,23.3333,25.4667,26.0,24.6667
221,222,5.4874,0.7208,2.1235,3.36999,6.50957,28.19889,22.42236,21.90449,18.03656,11.20731,21,31,37,16,22,7,4,6.0,16.0667,21.0,12.8,26.3333
222,223,3.5005,-0.4937,3.765,3.37511,4.92679,25.40064,16.89495,16.52988,16.46094,11.70966,23,26,18,24,21,12,2,18.0,18.0,18.0,18.0,18.0
223,224,6.7413,-0.7974,2.2346,2.98402,5.64175,24.52966,15.47694,14.05326,16.73507,10.39515,11,8,22,33,31,21,5,11.3333,24.0,29.0,21.2,25.6667
224,225,4.8458,2.4971,2.5155,2.41347,5.45937,29.95814,25.11525,18.82529,27.19034,13.11225,20,22,10,18,18,10,2,11.3333,14.9333,22.0,10.0,24.6667
225,226,3.8447,-0.128,4.0937,4.27269,5.07715,17.08775,12.59009,14.52703,10.66474,5.89167,16,28,25,24,21,17,4,6.6667,21.6667,27.1333,13.6667,23.8667
226,227,4.2377,2.1017,2.1576,3.82756,6.79083,17.60647,16.11932,13.42674,11.05128,5.78278,29,34,25,17,18,8,4,10.0,25.0,19.1333,14.9333,25.0
227,228,8.2266,0.6412,7.2926,4.97575,8.18072,37.68063,26.78809,24.19125,24.83474,16.90659,17,22,21,16,23,9,4,7.3333,25.9333,22.9333,26.6,24.4667
228,229,3.1422,-0.6726,3.406,2.50552,3.59775,26.17224,16.59546,14.75216,14.03791,11.81857,22,25,14,22,26,17,3,15.3333,22.0,19.0,21.0,22.3333
229,230,3.8637,1.7757,3.3988,3.75127,4.81644,18.86234,11.0662,12.89769,12.76002,7.57881,16,13,19,19,15,14,3,18.3333,18.4,18.3333,18.0,18.0
230,231,7.6482,-1.5864,2.3379,2.88465,4.85772,19.83858,15.56352,9.36815,14.55245,7.29657,23,27,32,22,15,10,5,23.8667,26.4667,21.2667,24.0,20.6667
231,232,6.4362,-0.6485,5.0837,5.71047,8.24822,26.75357,18.07384,16.44982,18.7261,11.20016,24,30,23,21,16,12,4,12.6667,27.1333,23.0667,27.3333,24.3333
232,233,5.6987,-0.8963,5.6424,3.29253,4.23256,25.20679,16.66902,14.29507,14.73433,12.84253,19,18,17,11,23,22,3,18.0,26.9333,28.2,27.6,28.9333
233,234,3.1754,1.3641,3.3319,4.16365,5.05283,8.46688,5.63165,5.50996,5.48698,3.90322,25,12,6,13,13,21,2,19.6,19.6,19.6,19.6,19.6
234,235,4.8063,2.8245,4.4364,5.74965,6.31206,28.2248,20.75913,17.60077,18.04756,11.78467,22,15,14,14,21,16,3,14.8,17.6667,19.3333,17.8,18.6
235,236,3.1754,1.3641,3.3319,4.16365,5.05283,25.40064,16.89495,16.52988,16.46094,11.70966,20,15,18,17,20,19,4,14.8,19.6,19.6,14.8,19.6
236,237,4.5291,0.3269,3.3977,3.10395,5.41626,16.00275,9.25309,11.35007,8.57045,6.2696,22,27,17,24,10,13,3,8.6667,18.0,23.0,18.5333,20.6667
237,238,7.435,-0.4328,4.2578,3.18687,5.1968,26.34902,18.01452,15.17512,14.46575,9.25624,19,35,27,17,11,11,4,14.8,24.9333,27.0,23.6,22.7333
238,239,5.1426,2.5804,3.3103,5.90695,5.62588,11.37892,10.82226,7.95279,7.46197,5.24097,22,10,12,20,33,14,2,18.3333,18.3333,19.4,20.3333,18.7333
239,240,6.0649,-1.4436,4.4845,4.04118,6.09973,18.53582,15.01913,11.27936,10.53476,7.23739,23,25,23,13,30,15,4,19.9333,20.6,20.2667,20.9333,18.8667
240,241,6.0874,-0.6314,5.8822,3.15026,6.01174,27.03283,15.37402,12.65229,14.60743,7.39967,19,19,26,24,21,19,5,10.6667,22.0667,22.6667,22.0,22.5333
241,242,3.892,2.2256,2.4434,1.9371,5.66988,26.13445,13.09663,10.70774,14.01069,5.65789,16,17,36,23,15,16,3,19.8,21.6,24.8667,18.9333,23.8667
242,243,6.5174,1.0297,6.2361,3.12462,5.25881,41.09284,28.47073,26.86842,25.74338,18.57946,13,20,31,32,20,6,4,10.8,18.0,19.0,14.8,19.8
243,244,4.5717,0.0428,1.7292,3.83478,4.25504,21.10221,14.35242,12.41655,12.18561,8.07835,21,26,20,18,15,12,3,22.4667,24.5333,27.3333,26.4667,27.0
244,245,6.3141,0.1726,3.84,4.41577,6.84415,21.29779,10.84402,11.95906,10.15917,6.93969,16,26,27,21,20,15,3,14.8,21.7333,23.5333,22.2667,24.4
245,246,4.4397,0.3104,3.6945,2.58854,5.32204,30.80907,22.82954,21.55665,19.2221,11.96534,26,22,26,20,13,9,5,23.6667,25.8,28.6667,28.3333,28.0
246,247,8.2275,2.7438,5.6532,4.64389,7.30568,27.93981,25.40867,22.293,25.45461,7.87819,23,26,29,32,14,10,5,6.0,17.7333,30.0,7.6667,29.0
247,248,5.4801,0.4668,6.6447,3.73174,5.94406,24.25088,15.44864,13.81212,11.85179,9.352,21,20,31,19,16,10,4,18.0,19.6667,18.5333,20.8,21.7333
248,249,4.1265,-0.2765,2.8707,2.08633,3.9188,26.1205,16.71344,13.98388,17.61956,10.74976,18,27,27,22,16,12,5,14.8,18.0,18.0,17.3333,17.6667
249,250,6.1183,-0.7081,5.9046,6.73007,8.04527,24.95921,17.90868,15.68475,19.44068,8.1671,21,31,33,24,14,11,3,17.6,25.1333,22.7333,23.6,21.7333
250,251,10.123,3.7755,7.4905,2.99292,5.96749,39.89487,26.59787,17.23067,18.39977,18.65657,29,25,19,24,23,14,3,12.6667,30.0,30.0,30.0,27.8667
251,252,3.0193,0.2218,4.5034,2.21979,4.62418,19.21101,12.28165,13.21775,12.347,8.50331,29,26,23,15,14,11,4,18.0,19.6,21.6667,20.8667,22.4667
252,253,5.5825,0.185,5.3532,4.04301,6.01716,29.27562,14.70913,13.61198,13.80075,9.49064,22,25,28,13,11,10,4,11.6667,23.0667,22.2,19.8667,22.0667
253,254,7.8539,-0.5402,4.764,4.44573,6.74178,13.34391,8.90953,8.31554,7.29658,5.83621,21,22,12,27,16,15,2,15.6,23.5333,25.0667,21.4667,26.2667
254,255,3.709,1.2411,3.3565,4.09427,5.14641,23.19299,16.79758,13.68714,13.62114,9.07688,21,22,24,15,8,8,3,18.0,18.0,18.0,18.0,18.6667
255,256,4.9438,-0.5281,3.1503,3.25096,4.72421,20.97262,13.46922,11.36632,12.98502,8.70943,25,22,23,17,15,11,5,18.0,18.0,18.0,18.0,18.0
256,257,3.1754,1.3641,3.3319,4.16365,5.05283,25.40064,16.89495,16.52988,16.46094,11.70966,22,9,12,20,15,15,5,18.0,18.0,18.0,18.0,18.0
257,258,6.351,1.8818,5.5856,3.8824,5.56991,28.96617,21.21467,18.96742,20.03017,13.1625,26,34,30,27,16,9,4,11.8667,17.4,16.8,18.3333,18.8667
258,259,3.0571,-1.3294,3.207,3.58203,4.13871,14.21735,15.86406,8.29995,15.43639,5.59907,15,25,28,19,21,16,4,12.8,25.8,28.6,29.4667,28.8667
259,260,5.4928,-1.9719,2.5025,2.93517,5.02676,19.43008,13.42045,11.76195,12.23049,7.28044,20,16,30,21,26,10,4,18.0,18.0,18.0,18.0,18.0
260,261,2.6898,2.8449,2.9754,6.92054,4.33267,26.14665,19.79574,24.02323,19.96875,12.42636,20,23,26,17,15,16,5,12.1333,21.7333,21.5333,16.9333,23.0
261,262,7.852,-0.0316,5.3264,6.29473,9.3825,30.39736,19.49954,13.91818,11.68545,6.97643,18,32,17,23,12,14,2,14.8,11.6667,14.0667,14.6,12.9333
262,263,3.0422,2.9106,4.1097,5.40463,5.88586,25.40064,16.89495,16.52988,16.46094,11.70966,14,11,11,19,20,24,5,18.0,18.0,18.0,18.0,18.0
263,264,8.186,-1.875,1.7229,2.98374,3.87305,31.09401,19.07801,16.62915,19.48774,13.29956,27,27,25,20,11,13,5,18.0,18.0,18.0,18.0,18.0
264,265,6.1212,-0.5988,5.1458,5.86332,9.48885,23.25243,19.30815,19.48372,20.13017,8.07077,19,24,31,18,19,14,2,12.0,17.6,18.8,18.4667,19.1333
265,266,5.3449,1.3097,3.1174,6.5665,6.84546,23.10863,21.52956,16.00465,17.28099,10.63527,25,19,31,25,16,13,4,18.0,18.2,23.3333,19.7333,22.6667
266,267,5.3347,-0.9392,3.5468,4.09729,5.61443,25.37424,22.26139,15.00713,17.42851,11.18969,33,28,18,13,21,17,5,10.8,26.3333,18.6667,23.7333,19.6667
267,268,4.3179,-1.2677,5.7723,5.20981,7.0736,26.49969,15.7808,17.38136,15.15733,10.2133,29,30,25,19,19,7,2,16.6,17.6667,17.6667,17.3333,18.3333
268,269,7.0705,-0.5348,4.812,3.79122,6.74037,32.30041,19.22353,16.04142,16.29466,13.06982,20,30,29,19,14,9,5,8.1333,14.0667,26.4,21.2667,23.7333
269,270,6.709,-0.9149,5.9969,4.61917,8.47427,16.95863,12.62186,11.41482,10.71648,6.43785,20,28,20,22,11,12,5,18.0,20.8,19.0,18.9333,18.2667
270,271,3.7998,-1.7006,3.3,2.74563,3.78192,26.53021,19.26258,16.91376,16.77049,12.26275,25,35,14,13,17,13,4,8.0,27.4667,28.0,28.0,28.0
271,272,2.2956,1.6414,3.5015,3.07076,5.18811,29.9298,17.52285,16.6514,16.58327,11.3498,23,29,30,29,17,7,3,9.5333,25.6667,23.4,21.8667,26.0
272,273,5.5235,0.9913,4.7297,2.34181,5.59069,34.77914,23.09873,17.94718,18.94646,16.26307,21,21,21,25,8,7,4,12.6667,24.4667,14.4,23.2667,14.0667
273,274,3.9661,0.8574,3.1071,3.74597,5.59665,25.0909,17.12281,16.07499,16.85195,11.23002,12,11,27,14,23,18,3,12.3333,17.8,18.7333,18.0667,19.1333
274,275,9.695,-0.2406,2.0289,4.6217,7.94131,18.14271,11.17074,11.68364,11.82756,8.58454,17,12,23,21,25,14,2,16.6,16.4667,16.4,18.8,14.2667
275,276,8.6888,-0.8365,2.8857,2.834,5.7091,33.67246,21.15805,15.62278,20.94855,14.55857,24,24,25,24,19,8,4,18.3333,17.3333,24.9333,17.8,28.1333
276,277,2.2603,3.691,3.1041,2.91995,8.01246,41.1023,28.1544,24.30672,21.66925,18.56268,16,20,5,21,19,13,4,14.8,30.0,30.0,28.0,29.3333
277,278,2.7326,-0.1502,1.0048,2.86292,5.94114,26.26069,17.77261,18.23298,16.63243,12.85008,15,10,19,24,27,20,4,19.5333,17.0667,18.5333,17.5333,19.7333
278,279,6.2016,3.1367,6.4022,2.9952,7.37097,32.41899,25.78883,22.66113,21.50729,14.63777,30,24,14,25,22,11,3,21.2,21.2,21.4667,21.2,20.6667
279,280,5.8287,-0.8704,0.9915,3.82738,4.36557,18.54222,10.17838,7.80439,11.64148,5.82068,21,24,28,15,13,8,4,12.0,20.3333,18.9333,20.0,22.0
280,281,9.9444,0.395,5.5815,3.36988,5.71309,34.16988,18.61761,15.57363,14.74653,12.32337,28,23,27,30,17,10,5,7.3333,19.4,20.4,17.0,23.2
281,282,6.7233,-2.1407,5.0362,3.2865,6.34043,21.84333,19.27129,13.00713,16.07783,8.29571,21,22,28,22,26,13,5,18.0,18.6,16.8,18.0,20.7333
282,283,9.5449,0.3032,4.8224,3.66856,8.19528,18.92795,14.40944,10.75991,13.27946,8.17394,30,20,11,20,14,9,5,6.6667,16.7333,21.0667,14.6667,22.4667
283,284,2.4247,-0.3079,5.1046,3.09611,5.96712,28.27402,19.18629,17.09704,17.98203,11.03488,19,22,22,18,21,18,3,13.5333,19.0667,21.4667,19.7333,25.6667
284,285,6.0609,0.4912,4.3001,3.77405,6.238,23.11016,17.6399,12.88719,16.12048,9.05365,17,20,21,27,16,14,5,12.1333,23.1333,18.4667,23.0,18.4667
285,286,9.0196,-1.7173,0.8441,3.8396,4.37027,24.85084,19.4708,13.18859,16.11552,8.22107,20,25,29,22,19,24,5,10.8,26.8667,26.0,21.9333,28.3333
286,287,8.6192,2.5526,4.811,4.53138,6.44195,24.98136,15.1553,16.21125,15.7549,9.96682,24,15,30,24,24,9,4,17.6,18.3333,18.0667,18.2,20.0
287,288,5.1589,-0.6431,4.0665,2.62606,4.17588,37.6369,23.69783,20.72619,22.27149,16.61396,20,25,14,22,15,10,4,14.1333,19.6,19.0667,19.7333,21.4667
288,289,5.6281,2.0862,5.381,3.55456,7.03639,22.71006,13.86438,14.60164,14.96856,12.17216,14,35,32,15,27,14,4,18.8667,18.4,19.4667,15.9333,17.9333
289,290,5.6245,-1.1058,3.158,2.78026,6.21604,22.89452,14.0323,12.08272,12.16966,7.86415,25,27,22,22,16,12,4,6.8667,16.7333,16.1333,17.6667,17.8667
290,291,7.0759,-0.202,3.3299,3.38669,5.12613,27.21515,18.69315,13.77737,13.45591,12.12399,26,29,24,25,8,10,4,18.0,16.0667,23.5333,23.0,24.4
291,292,9.5821,-0.9697,4.3822,5.4922,5.53127,26.00083,21.14045,16.68306,16.67056,12.08645,24,23,22,18,20,11,4,11.6,24.8667,26.0667,24.3333,25.0667
292,293,3.9929,-0.1781,5.0308,4.40562,5.24317,26.43165,19.14436,21.36711,16.69284,8.70415,23,19,16,21,15,18,4,18.0,18.6667,18.0,18.7333,18.7333
293,294,3.3054,-0.4423,4.4949,2.51274,3.85739,25.42018,16.77521,17.12592,18.63579,11.36536,21,22,23,18,13,13,4,22.9333,23.1333,22.5333,23.2667,22.6667
294,295,8.422,-0.6602,3.4862,4.18971,6.89586,26.58675,22.089,14.82843,17.32375,10.83037,23,17,26,16,20,18,5,15.4667,15.5333,14.2667,16.4,17.9333
295,296,6.4909,0.2719,6.8724,4.47536,6.33416,35.0479,23.67733,19.14093,21.17476,12.08912,24,22,14,27,17,14,4,14.8,23.5333,24.2,23.8667,26.2667
296,297,4.6353,-0.0779,3.4518,3.63484,5.88842,23.77041,16.8611,15.0122,16.80639,8.59606,20,24,26,20,17,14,4,16.5333,17.8,18.7333,15.4667,20.8
297,298,8.4994,-1.8208,1.8682,2.46567,3.66079,35.28342,21.86705,21.22742,23.21957,14.40507,14,16,24,32,11,17,4,12.6667,27.8,20.5333,25.4667,26.4667
298,299,5.4331,1.0974,1.2213,3.54863,6.15776,29.78621,19.26519,17.62275,19.29806,12.20418,19,20,11,20,19,12,3,10.6667,19.5333,22.8667,23.2,18.2
299,300,4.5579,3.8546,4.5716,4.11585,5.87631,30.71184,19.55775,22.20962,18.09488,14.20766,8,7,29,32,30,14,4,14.8,18.0,18.3333,18.0,18.3333
300,301,6.8848,3.4027,5.074,6.01358,7.67791,28.25566,19.74718,19.01987,18.31715,13.08141,20,15,12,15,11,6,4,18.0,18.0,18.0,18.0,17.6667
301,302,4.7907,0.0733,6.0459,3.57175,7.33101,31.66587,23.55241,20.43812,18.70645,14.71908,23,27,16,13,19,11,4,9.3333,15.7333,18.4667,16.4,15.6667
302,303,8.5063,-0.2801,5.421,3.42918,5.16134,25.07489,27.29026,10.05526,13.14357,8.37936,31,27,17,17,5,6,5,16.0,23.6667,25.0,19.4667,20.3333
303,304,9.6974,0.0035,6.2989,4.53489,9.32485,23.81794,15.51603,15.37238,16.43074,11.41146,13,23,29,23,22,7,5,18.0,18.0,18.0,18.0,18.0
304,305,4.5827,-0.7731,1.5943,3.61201,5.30809,32.55169,19.06537,16.94864,18.17205,12.97627,23,14,23,36,12,5,3,17.2667,22.6,22.8,23.1333,21.8667
305,306,9.7802,-1.3026,1.2092,3.81751,6.91297,24.97916,17.84327,14.08861,16.39969,10.84518,23,34,27,10,21,14,5,15.3333,24.6,27.0,24.2667,24.6667
306,307,6.6988,-2.851,2.8559,3.86982,5.47215,19.0844,13.78362,11.61565,11.97663,7.19786,20,23,14,19,22,25,4,13.0667,18.5333,26.3333,19.2,26.0
307,308,6.8529,-0.8714,3.7382,3.43425,5.86369,30.23663,19.67478,18.33626,17.6349,12.44554,20,23,24,17,24,9,4,14.8,28.0,27.3333,27.0,25.4667
308,309,5.0016,0.0222,3.8698,2.61731,5.23114,29.23611,17.27127,16.50113,15.08001,9.36376,21,24,24,22,23,11,5,12.6667,22.5333,25.2667,24.6,24.4667
309,310,7.8087,-1.2906,2.1897,4.04588,8.42663,20.65961,17.37638,11.71892,16.53014,6.86882,23,36,28,22,15,11,5,18.0,23.4,25.6667,26.0,27.3333
310,311,6.7897,-0.4335,4.3613,4.27901,5.87698,32.2842,26.60919,19.20396,21.90509,13.76817,37,27,16,7,9,6,5,18.0,18.0,18.0,18.0,18.0
311,312,3.7925,-1.784,3.3378,2.40678,4.70366,23.60451,15.04458,13.18127,10.68867,11.36301,23,29,32,25,14,8,3,17.0,29.6667,21.3333,28.6667,21.8667
312,313,4.7607,-0.3391,4.6902,4.5595,6.17325,22.9146,15.59855,12.22931,15.01098,9.05152,19,29,26,17,21,25,4,14.8,24.6,24.9333,24.1333,25.0
313,314,2.9931,1.0591,2.4214,2.55492,4.10212,28.56875,19.02151,18.04024,17.96444,14.62912,17,23,14,18,11,13,3,18.0,18.0,18.0,18.0,18.0
314,315,6.175,-0.1281,3.8288,5.00342,7.06339,23.40516,17.17785,10.29256,11.28809,9.61398,19,22,23,31,15,9,3,14.1333,24.6,24.5333,18.9333,27.1333
315,316,6.287,0.1539,3.7955,4.75079,5.46847,31.93127,24.60116,18.69431,25.33475,9.18417,28,35,23,24,17,6,4,14.8,24.2667,22.2667,23.8667,24.6667
316,317,10.6057,-0.2988,2.773,2.15453,6.04009,25.40064,16.89495,16.52988,16.46094,11.70966,22,25,7,10,13,11,2,14.8,14.8,14.8,14.8,14.8
317,318,4.5062,-1.3343,3.533,2.68397,6.33744,23.49789,12.70532,12.14936,11.76409,9.66863,20,19,8,21,19,15,5,8.6667,17.3333,17.8667,18.2,17.6
318,319,3.6785,0.6754,3.4148,4.37001,7.40568,19.20636,14.78334,14.27698,12.12284,7.31588,16,20,23,16,16,14,4,18.0,22.0,22.0,22.0,22.0
319,320,6.5397,-2.2062,2.9848,3.80414,5.23769,20.35889,14.29103,11.10154,13.41642,8.04739,30,35,16,11,18,18,4,18.0,18.3333,18.6667,18.5333,18.6667
320,321,7.2956,-0.8148,4.7845,3.12496,6.06254,35.99181,23.87149,22.57079,22.37644,16.354,15,25,29,18,23,16,4,18.0,17.6667,19.7333,15.9333,19.2667
321,322,2.987,-0.9517,4.2359,3.9861,5.79132,28.78104,19.91968,19.89451,18.72634,12.25828,21,26,36,13,19,13,4,8.6667,21.1333,24.2667,20.6,23.7333
322,323,4.3083,-0.1733,2.6045,3.16085,4.83858,24.51295,21.35999,16.80901,17.71627,10.83388,27,16,23,30,17,7,4,15.0667,26.9333,26.8,27.6667,28.6667
323,324,4.8267,-1.8532,3.2127,3.01618,4.98273,23.37705,20.75258,11.75694,15.48572,8.48725,18,21,32,21,14,5,5,24.2,25.0,25.3333,21.8667,24.0
324,325,9.8565,-0.7435,5.2274,4.77842,7.06863,30.38933,19.77564,19.68934,19.73351,10.67617,22,25,23,20,20,13,5,18.0,24.9333,21.8,24.9333,19.3333
325,326,4.9519,4.5051,4.1895,6.89615,6.43228,26.34271,16.84203,17.58282,16.68687,13.83659,24,13,19,22,19,18,3,18.0,17.8,16.6667,18.8667,16.6
