,x,d1,d2,d3,d4,d5,w1,w2,w3,w4,w5,c1,c2,c3,c4,c5,c6,p,none_s,image_s,announce_s,image_sound_s,image_announce_s
631,632,9.439,-0.0002,7.3525,2.92081,6.36558,38.63226,22.84821,20.49244,20.64514,15.63458,18,29,31,22,26,21,5,18.0,26.6667,28.0,27.3333,30.0
632,633,3.9271,0.7373,3.7947,1.77417,4.09189,37.80614,23.06249,17.70096,19.56346,12.59592,21,31,28,19,12,9,4,11.3333,23.0,24.0,17.1333,22.3333
633,634,5.5287,-0.5606,2.352,3.74135,5.29665,27.43096,24.05905,19.85554,22.45313,8.98459,22,26,18,26,12,17,4,21.4,25.0,26.3333,20.6667,23.6667
634,635,3.0194,0.9567,6.1294,4.91586,5.46291,27.4024,19.01898,15.56113,14.17561,8.99656,16,17,27,19,15,19,2,16.0667,20.8667,21.2667,19.7333,22.0
635,636,3.7679,-1.5866,4.3359,2.64156,3.72092,36.76659,25.86865,22.20756,22.0364,17.22204,21,30,27,25,15,13,4,17.8667,22.8667,23.4667,23.0,23.0667
636,637,10.3775,2.2994,5.2735,3.75332,6.97845,41.61933,26.41689,26.3343,26.95801,17.04964,13,17,36,20,26,17,5,18.0,14.6,28.6667,16.4667,24.0
637,638,6.76,-0.3611,2.8429,3.47255,5.34019,26.51624,18.33865,16.09164,14.67388,11.71615,28,22,21,24,22,24,4,15.0667,22.0,22.6667,23.4667,18.2
638,639,2.7816,1.0639,4.6263,3.80237,6.5167,30.34863,21.86993,17.11869,20.84348,11.91062,16,25,25,25,17,16,4,18.0,22.8667,22.2,21.8667,22.5333
639,640,9.0215,-0.1276,6.6095,3.23693,4.81088,39.68997,15.76309,16.54636,14.32311,14.0004,23,28,25,17,21,15,5,8.6667,29.4667,30.0,30.0,30.0
640,641,5.21,2.6677,4.1024,5.48345,6.5513,30.56028,17.89289,18.41378,19.45966,13.03562,28,29,29,23,17,5,3,18.2,18.8667,19.5333,19.0667,18.5333
641,642,6.558,2.8885,5.2684,5.56279,5.92884,22.71503,14.94015,13.50207,15.15757,10.37263,15,14,14,14,18,17,2,16.7333,16.4667,16.2,17.8,17.1333
642,643,8.6057,0.2645,4.6118,4.52793,7.00487,35.72138,19.0845,25.72721,17.44876,13.1467,28,31,16,24,18,13,5,15.3333,17.2667,17.4667,16.2667,19.4667
643,644,9.0196,0.7228,4.2009,3.15253,4.13184,25.55794,15.44409,12.17513,11.47813,8.18417,25,31,29,19,16,13,5,8.3333,29.0,28.1333,28.6667,27.0
644,645,6.0753,-0.9469,1.4799,6.3775,6.8156,11.23575,9.10612,6.1929,8.35963,4.3772,24,31,25,17,19,22,5,18.0,17.8,20.4,17.2667,19.1333
645,646,8.1224,-0.6287,6.0769,3.27399,5.85963,29.22886,22.48448,15.47008,20.63442,10.0046,35,28,28,20,26,7,5,10.0,21.3333,22.4,19.2,20.1333
646,647,8.7107,1.953,7.3296,6.43082,7.31869,25.80624,19.54576,18.04049,17.52259,12.32064,14,17,35,26,31,21,4,14.7333,22.8,23.8667,24.6667,24.5333
647,648,8.1794,0.6366,6.9945,3.26839,5.75049,33.36114,20.22336,15.13716,13.78599,13.79077,27,19,16,14,6,13,3,12.2,24.0667,24.8667,20.0,23.5333
648,649,7.2191,-2.2547,3.1478,2.95126,5.1766,19.65116,15.98433,9.98131,12.12216,8.60864,22,31,22,23,21,8,5,6.6667,15.8,23.1333,18.9333,26.3333
649,650,6.5386,-0.0209,4.2178,2.12782,4.31176,37.77648,17.10227,15.09869,16.8492,11.65995,22,37,21,16,11,2,5,13.0,22.0667,24.4,21.6667,23.6
650,651,6.1962,-0.5187,3.2237,4.01113,5.25051,16.58017,11.75732,9.76668,12.19422,6.95824,22,36,31,19,18,15,4,14.8,19.5333,27.4667,27.1333,24.3333
651,652,7.777,0.065,4.2844,3.03209,5.19843,33.48877,20.43365,19.26123,16.64331,14.57174,23,19,17,12,15,6,5,17.6667,19.6,22.1333,21.9333,22.1333
652,653,7.475,1.6864,2.9994,1.97145,4.18063,32.0512,26.64644,15.37446,19.54798,14.21606,18,23,27,24,13,9,4,11.3333,27.3333,26.0,28.0,26.6667
653,654,9.8469,-0.158,3.5451,3.96838,4.68635,27.10428,20.0758,13.82948,16.45285,8.68987,30,35,26,8,13,17,4,23.6667,26.6667,24.5333,24.2667,24.2
654,655,4.5625,-1.272,3.6277,3.45678,5.03531,16.84672,13.27472,10.4288,10.48874,6.45538,20,25,36,18,19,17,4,6.6667,27.6,21.1333,29.0,27.0
655,656,2.5869,0.9065,3.4766,2.15157,4.07665,36.91143,19.76076,20.30316,18.82803,13.36492,26,32,25,23,17,12,3,12.2,17.6667,21.0,18.5333,18.6667
656,657,5.5786,-0.5841,5.1159,2.79543,3.79967,31.27219,21.96627,14.79522,15.50793,13.00836,18,32,34,17,18,12,5,7.6667,17.8667,24.8667,25.6667,26.3333
657,658,9.3826,1.7761,7.1653,3.16709,5.03447,42.27112,28.13363,26.59562,25.49874,16.51052,17,26,34,25,19,7,3,6.0,30.0,28.6667,28.6667,27.3333
658,659,6.1321,-0.2795,4.6506,2.52491,4.0807,29.69981,20.13023,12.34787,15.9408,10.76047,18,19,31,23,21,20,4,17.0667,26.8,23.9333,22.0667,22.6667
659,660,3.2864,1.795,3.1868,4.66872,3.50257,22.80682,17.58167,15.15971,15.15635,11.15476,22,29,27,19,16,18,3,10.2,19.0,19.4,18.1333,22.4
660,661,4.1113,-1.0908,3.3559,4.14549,5.81727,22.09523,13.36432,16.29401,14.81975,10.31287,18,25,27,13,19,19,3,14.8,17.8,22.0,18.1333,24.2667
661,662,2.4929,0.1781,3.2873,2.89376,3.90343,36.29248,19.3859,18.12603,17.05713,15.56021,23,30,28,30,12,12,5,8.6667,19.3333,26.6,20.6,29.3333
662,663,4.2472,-0.4492,3.4828,2.48217,3.51487,27.95464,18.21096,17.58926,17.56935,12.2652,21,22,18,19,14,15,3,15.8667,20.6,19.9333,19.6,23.0
663,664,7.264,-1.1923,5.5865,2.24717,4.48459,32.96777,24.13509,12.70984,22.30486,13.52544,23,36,25,24,10,11,4,11.3333,27.6667,28.6667,24.9333,29.0
664,665,3.1231,1.283,3.5414,4.17764,5.92643,31.87705,21.10033,19.87572,17.70995,13.31376,20,20,24,23,13,12,3,8.0,19.2,18.5333,16.7333,20.0667
665,666,7.8139,-1.9758,2.298,3.30075,4.40913,22.39388,11.68668,11.15529,13.03753,8.14243,21,28,24,20,15,17,5,14.0667,24.4,23.2,26.8,27.0
666,667,6.1142,0.983,6.4254,3.23112,5.40838,35.05054,23.98831,21.41153,19.89312,15.74265,18,24,18,20,14,16,3,15.7333,13.1333,20.2667,15.5333,15.4667
667,668,7.0564,1.3134,4.768,2.47308,4.06922,30.58746,18.49009,16.78243,19.13873,11.12063,24,28,23,21,27,16,5,14.8,21.0667,25.1333,14.2,24.4667
668,669,9.4217,-1.4489,5.1104,4.04691,8.11456,24.03402,16.7991,14.47172,15.61083,8.31615,22,33,31,22,18,18,4,10.8,19.0667,23.9333,20.5333,23.8667
669,670,5.0702,-1.4782,3.3633,4.50588,4.86044,25.51394,16.5709,15.6324,14.28365,12.20459,16,22,26,31,21,15,4,12.6667,20.5333,23.3333,17.2667,21.4667
670,671,7.6166,-0.0657,5.629,2.05585,4.43938,29.56834,25.52544,21.87668,15.58969,12.58567,26,25,19,17,17,17,4,13.4667,21.6,21.1333,20.4667,23.0
671,672,3.4746,-0.133,2.5024,2.80622,4.99437,27.55094,14.74248,15.31288,13.56948,11.49526,18,26,35,21,21,6,4,12.0,24.5333,26.2667,25.5333,25.6
672,673,7.3434,-0.3065,1.1356,3.75672,3.31911,20.02285,12.75538,12.22073,13.45999,9.48899,20,21,30,20,17,15,5,17.3333,18.6667,16.5333,17.1333,15.1333
673,674,9.8851,-0.3662,6.3002,4.2157,5.20712,31.03903,20.4755,21.49505,14.8464,13.63253,28,36,15,12,22,23,2,18.0,18.0,18.0,18.0,18.0
674,675,8.8178,3.1451,6.7357,2.63859,7.84782,38.82204,26.45001,19.14085,18.87172,16.41825,12,21,30,31,19,10,3,18.0,27.0,26.0,27.0,25.3333
675,676,4.5622,3.1658,6.9873,2.71536,4.32935,30.26902,24.09476,18.40405,17.30853,14.21711,17,17,25,23,19,17,4,18.0,17.5333,17.3333,17.0,18.0
